StoreID,StoreCity,Year,WeekNum,YearWeek,TotalSales,WeekendSales,TotalProfit,Transactions,UnitsSold,AvgAOV,AvgDiscount,WeekendRatio
S001,Kolkata,2025,17,2025-17,70274.31999999999,13702.24,15568.24,11,24,6388.574545454545,12.287272727272727,0.19498217841168725
S001,Kolkata,2025,18,2025-18,59413.42,12695.43,6268.8,10,25,5941.342,11.721,0.21367950203842836
S001,Kolkata,2025,19,2025-19,89314.31,40085.57000000001,15466.04,8,24,11164.28875,13.50875,0.44881464123722176
S001,Kolkata,2025,20,2025-20,76228.2,21673.79,6375.0,8,24,9528.525,15.97125,0.28432771598962064
S001,Kolkata,2025,21,2025-21,40358.28,9539.67,6008.1,9,20,4484.253333333333,12.181111111111111,0.23637454321641063
S001,Kolkata,2025,22,2025-22,74956.92,16034.04,14522.54,9,28,8328.546666666667,17.608888888888888,0.21391006994417594
S001,Kolkata,2025,23,2025-23,84175.1,52552.05000000001,14188.86,12,28,7014.591666666667,14.784999999999998,0.6243182366281715
S001,Kolkata,2025,24,2025-24,51388.93,12291.82,13006.98,8,16,6423.61625,15.12625,0.23919198161938768
S001,Kolkata,2025,25,2025-25,70308.48,33957.39,12055.640000000001,10,24,7030.848,19.993000000000002,0.48297716008083236
S001,Kolkata,2025,26,2025-26,73936.35,60045.66,10786.390000000001,11,27,6721.486363636364,14.77818181818182,0.8121263762682361
S001,Kolkata,2025,27,2025-27,54430.880000000005,18843.5,9134.76,11,19,4948.261818181819,17.653636363636362,0.3461913531436567
S001,Kolkata,2025,28,2025-28,142931.74,47961.53,21731.5,16,53,8933.23375,14.268125,0.3355554896344227
S001,Kolkata,2025,29,2025-29,48556.42,23289.6,2768.98,7,23,6936.631428571428,18.99142857142857,0.4796399734576808
S001,Kolkata,2025,30,2025-30,24997.46,0.0,4290.67,7,12,3571.065714285714,15.998571428571427,0.0
S001,Kolkata,2025,31,2025-31,45132.45,5716.98,4695.01,8,17,5641.55625,18.708750000000002,0.1266711645390401
S001,Kolkata,2025,32,2025-32,106359.09,38161.56,19578.989999999998,13,34,8181.468461538461,15.266923076923076,0.35879923380314743
S001,Kolkata,2025,33,2025-33,87764.03,31922.41,16059.07,11,28,7978.548181818182,12.034545454545453,0.36372999280001156
S001,Kolkata,2025,34,2025-34,65520.06,8684.02,7817.4400000000005,11,24,5956.369090909091,13.502727272727272,0.13253986641648377
S001,Kolkata,2025,35,2025-35,45577.79,26214.5,7241.11,8,19,5697.22375,14.334999999999999,0.5751595239698984
S001,Kolkata,2025,36,2025-36,105088.63,11717.78,19664.59,11,29,9553.511818181818,14.226363636363637,0.11150378494800056
S001,Kolkata,2025,37,2025-37,78192.87,57037.24,17570.54,10,30,7819.286999999999,9.045,0.7294429786245217
S001,Kolkata,2025,38,2025-38,82533.41,11207.86,21082.28,12,32,6877.784166666667,15.467500000000001,0.1357978544688751
S001,Kolkata,2025,39,2025-39,68506.22,17173.11,18430.53,12,24,5708.8516666666665,11.19,0.2506795733292539
S001,Kolkata,2025,40,2025-40,47029.97,3007.06,12165.79,8,19,5878.74625,13.16625,0.06393922853873817
S001,Kolkata,2025,41,2025-41,51427.69,2761.28,15907.38,8,23,6428.46125,10.78125,0.053692475784932206
S001,Kolkata,2025,42,2025-42,59219.04,22302.58,6411.03,9,29,6579.893333333333,21.482222222222223,0.3766116438226625
S001,Kolkata,2025,43,2025-43,33033.58,3421.07,5689.719999999999,9,22,3670.397777777778,17.447777777777777,0.1035634042692315
S001,Kolkata,2025,44,2025-44,59191.33,7172.97,8219.19,10,19,5919.133,19.871000000000002,0.12118278132963053
S001,Kolkata,2025,45,2025-45,36040.549999999996,24349.469999999998,3578.67,7,16,5148.65,10.778571428571428,0.6756131635061063
S001,Kolkata,2025,46,2025-46,2176.56,0.0,323.76,1,3,2176.56,28.92,0.0
S002,Kolkata,2023,46,2023-46,40345.0,11211.24,9183.08,7,24,5763.571428571428,11.895714285714288,0.277884248357913
S002,Kolkata,2023,47,2023-47,104623.51,31849.8,19581.57,14,36,7473.107857142857,13.209285714285715,0.30442297338332464
S002,Kolkata,2023,48,2023-48,38375.84,30783.22,5462.599999999999,6,17,6395.973333333332,13.376666666666667,0.8021510408632099
S002,Kolkata,2023,49,2023-49,105356.27,31364.230000000003,24179.57,12,32,8779.689166666667,11.829166666666666,0.2976968527834177
S002,Kolkata,2023,50,2023-50,55887.47,0.0,16613.77,7,17,7983.924285714286,9.475714285714286,0.0
S002,Kolkata,2023,51,2023-51,55664.49,0.0,9300.4,8,21,6958.06125,15.755,0.0
S002,Kolkata,2023,52,2023-52,34006.06,0.0,4193.42,4,10,8501.515,16.2025,0.0
S002,Kolkata,2024,1,2024-01,70897.3,8120.67,6787.5199999999995,8,19,8862.1625,17.7825,0.11454131539564975
S002,Kolkata,2024,2,2024-02,89857.53,14055.69,14807.599999999999,8,27,11232.19125,14.18125,0.15642194927904207
S002,Kolkata,2024,3,2024-03,117554.62,40473.15,24931.17,12,34,9796.218333333332,12.457500000000001,0.34429229578556764
S002,Kolkata,2024,4,2024-04,20714.09,4263.57,2906.7799999999997,4,8,5178.5225,14.52,0.20582946197491658
S002,Kolkata,2024,5,2024-05,39779.57,7857.75,8147.63,7,19,5682.795714285714,10.965714285714286,0.19753230112844358
S002,Kolkata,2024,6,2024-06,95539.94,22978.52,22190.65,11,29,8685.449090909091,14.12909090909091,0.24051218788707635
S002,Kolkata,2024,7,2024-07,73392.69,42099.54,10568.35,8,23,9174.08625,15.6975,0.5736203428434085
S002,Kolkata,2024,8,2024-08,41709.54,11658.3,5185.18,9,20,4634.393333333333,18.30777777777778,0.27951159375049445
S002,Kolkata,2024,9,2024-09,36065.200000000004,3868.77,4752.75,7,16,5152.171428571429,22.360000000000003,0.10727155263245454
S002,Kolkata,2024,10,2024-10,58864.49,24194.84,4483.07,12,27,4905.3741666666665,17.0475,0.41102607021652615
S002,Kolkata,2024,11,2024-11,61849.48,16585.27,8560.5,7,20,8835.640000000001,17.895714285714288,0.2681553668680804
S002,Kolkata,2024,12,2024-12,72069.44,5875.77,12377.81,8,21,9008.68,10.66625,0.08152928619953201
S002,Kolkata,2024,13,2024-13,54539.740000000005,11102.37,9817.76,8,25,6817.467500000001,13.6125,0.2035647768031164
S002,Kolkata,2024,14,2024-14,47883.14,2181.12,5474.83,7,15,6840.448571428571,20.52857142857143,0.045550897455764176
S002,Kolkata,2024,15,2024-15,57745.060000000005,8601.79,13350.58,7,19,8249.294285714286,9.372857142857143,0.14896148692199818
S002,Kolkata,2024,16,2024-16,67998.2,31754.9,8986.48,11,25,6181.654545454545,15.755454545454546,0.4669961851931375
S002,Kolkata,2024,17,2024-17,136289.02,27328.59,29841.76,15,46,9085.934666666666,12.558666666666666,0.20051938153198257
S002,Kolkata,2024,18,2024-18,96414.93,18787.93,13819.59,13,32,7416.533076923077,12.86076923076923,0.1948653595454563
S002,Kolkata,2024,19,2024-19,71751.18,22991.609999999997,10900.6,11,27,6522.834545454545,20.60727272727273,0.32043528761478207
S002,Kolkata,2024,20,2024-20,76516.36,23180.11,19221.010000000002,9,24,8501.817777777778,14.33111111111111,0.30294318757452654
S002,Kolkata,2024,21,2024-21,45764.19,27084.410000000003,10508.41,7,18,6537.7414285714285,8.211428571428572,0.5918253988544319
S002,Kolkata,2024,22,2024-22,49635.89,16934.31,17280.03,10,22,4963.589,10.204,0.3411706730754702
S002,Kolkata,2024,23,2024-23,36559.87,9048.24,3162.54,7,17,5222.838571428571,21.271428571428572,0.24749103320115742
S002,Kolkata,2024,24,2024-24,70385.70999999999,52600.64,15817.14,8,23,8798.213749999999,12.2875,0.7473198750144029
S002,Kolkata,2024,25,2024-25,50906.63,22915.82,11590.84,9,20,5656.292222222222,12.426666666666668,0.4501539386912864
S002,Kolkata,2024,26,2024-26,44466.229999999996,21191.93,8373.62,8,20,5558.2787499999995,14.415,0.47658481503828865
S002,Kolkata,2024,27,2024-27,62216.19,12506.58,15075.26,8,24,7777.02375,10.08125,0.20101809512925814
S002,Kolkata,2024,28,2024-28,18550.72,0.0,5632.0,4,9,4637.68,10.3175,0.0
S002,Kolkata,2024,29,2024-29,95103.31999999999,49211.439999999995,19107.0,13,37,7315.639999999999,13.298461538461538,0.5174523875717483
S002,Kolkata,2024,30,2024-30,44580.33,19874.89,9828.13,8,21,5572.54125,13.125,0.44582195780067124
S002,Kolkata,2024,31,2024-31,65554.01,7899.08,5072.8099999999995,11,28,5959.455454545454,17.078181818181818,0.12049728155455328
S002,Kolkata,2024,32,2024-32,57861.49,17950.190000000002,14492.34,6,15,9643.581666666667,12.174999999999999,0.31022688838465795
S002,Kolkata,2024,33,2024-33,118604.9,19553.54,26413.22,14,40,8471.778571428571,14.002857142857142,0.1648628345034649
S002,Kolkata,2024,34,2024-34,92460.96,12496.48,7147.110000000001,12,41,7705.080000000001,14.659166666666666,0.13515412342679547
S002,Kolkata,2024,35,2024-35,68218.0,30436.67,16116.15,12,28,5684.833333333333,12.424166666666666,0.44616772699287577
S002,Kolkata,2024,36,2024-36,29910.25,4496.61,4052.98,4,12,7477.5625,12.945,0.15033675746608602
S002,Kolkata,2024,37,2024-37,54366.88,15618.09,5345.610000000001,9,25,6040.764444444444,17.79222222222222,0.28727214068565277
S002,Kolkata,2024,38,2024-38,53642.81,23253.239999999998,8986.31,10,21,5364.281,13.253,0.4334828842858903
S002,Kolkata,2024,39,2024-39,40601.77,28841.87,7265.71,6,13,6766.961666666666,10.920000000000002,0.710359917806539
S002,Kolkata,2024,40,2024-40,140113.85,62588.520000000004,19806.54,14,45,10008.132142857143,14.409285714285714,0.4466975962761711
S002,Kolkata,2024,41,2024-41,78057.66,26009.11,9867.93,8,26,9757.2075,16.465,0.33320381369362084
S002,Kolkata,2024,42,2024-42,56270.11,36698.020000000004,13056.4,9,20,6252.234444444444,16.265555555555554,0.652176084247925
S002,Kolkata,2024,43,2024-43,33265.9,0.0,9678.43,5,11,6653.18,16.726,0.0
S002,Kolkata,2024,44,2024-44,105218.65,58579.32000000001,16437.51,13,32,8093.742307692307,15.920769230769231,0.5567389431436348
S002,Kolkata,2024,45,2024-45,43218.090000000004,12344.279999999999,9795.310000000001,7,17,6174.012857142858,15.34,0.2856276156581653
S002,Kolkata,2024,46,2024-46,75057.11,14339.3,15601.119999999999,10,22,7505.711,11.149,0.19104519212103954
S002,Kolkata,2024,47,2024-47,85789.38,20542.440000000002,11195.09,12,33,7149.115000000001,18.101666666666667,0.2394520160887047
S002,Kolkata,2024,48,2024-48,46694.159999999996,4318.88,7476.59,6,15,7782.36,13.153333333333334,0.09249293701824812
S002,Kolkata,2024,49,2024-49,115216.33,37227.24,25479.38,11,37,10474.211818181819,13.489090909090908,0.3231073234150055
S002,Kolkata,2024,50,2024-50,68922.1,0.0,12527.07,9,23,7658.011111111112,12.62,0.0
S002,Kolkata,2024,51,2024-51,88329.13,34390.6,21502.83,12,31,7360.760833333334,15.346666666666666,0.3893460741660197
S002,Kolkata,2024,52,2024-52,56255.01,27636.070000000003,10656.04,9,20,6250.556666666667,15.534444444444444,0.49126415585029676
S002,Kolkata,2025,1,2025-01,30065.589999999997,8687.0,7391.2699999999995,3,8,10021.863333333333,15.01,0.28893495853565493
S002,Kolkata,2025,2,2025-02,40676.76,0.0,8226.380000000001,7,14,5810.965714285715,15.06,0.0
S002,Kolkata,2025,3,2025-03,76153.32,15532.800000000001,13672.42,13,27,5857.947692307693,19.77692307692308,0.2039674698358522
S002,Kolkata,2025,4,2025-04,86700.58,46558.56,26383.43,9,23,9633.397777777778,9.572222222222223,0.5370040200423111
S002,Kolkata,2025,5,2025-05,42439.86,27401.76,7237.48,6,16,7073.31,14.413333333333334,0.6456609423311009
S002,Kolkata,2025,6,2025-06,56410.020000000004,16124.220000000001,14956.49,7,18,8058.574285714286,13.552857142857144,0.28583964338250545
S002,Kolkata,2025,7,2025-07,65811.13,11497.44,8350.51,6,20,10968.521666666667,15.040000000000001,0.17470357977442416
S002,Kolkata,2025,8,2025-08,55335.22,35573.31,3525.38,6,16,9222.536666666667,15.110000000000001,0.6428692250613623
S002,Kolkata,2025,9,2025-09,116197.02,56099.08,10418.42,14,45,8299.787142857143,17.872857142857143,0.4827927600897166
S002,Kolkata,2025,10,2025-10,66227.26,12383.02,14356.599999999999,12,27,5518.938333333333,12.1025,0.18697768864361897
S002,Kolkata,2025,11,2025-11,66230.51,22495.02,2364.95,8,24,8278.81375,18.9075,0.3396473921158089
S002,Kolkata,2025,12,2025-12,51498.39,13373.54,10023.43,8,15,6437.29875,10.8375,0.2596885067669106
S002,Kolkata,2025,13,2025-13,61761.73,33364.590000000004,13678.91,9,24,6862.414444444445,9.972222222222221,0.5402146280552699
S002,Kolkata,2025,14,2025-14,67807.2,25120.42,10156.28,8,20,8475.9,11.831249999999999,0.37046832784719025
S002,Kolkata,2025,15,2025-15,60374.92,33032.28,15115.61,9,21,6708.324444444444,11.88111111111111,0.5471192342780744
S002,Kolkata,2025,16,2025-16,79025.56,4729.63,13470.35,10,30,7902.556,12.008,0.05984937025438352
S002,Kolkata,2025,17,2025-17,58434.06,0.0,7445.799999999999,8,26,7304.2575,20.32375,0.0
S002,Kolkata,2025,18,2025-18,25712.35,14230.300000000001,5356.42,6,11,4285.391666666666,12.128333333333332,0.5534422174558141
S002,Kolkata,2025,19,2025-19,83037.79,24438.47,13386.1,10,28,8303.778999999999,16.042,0.2943053999871625
S002,Kolkata,2025,20,2025-20,63093.270000000004,20846.42,13878.89,8,19,7886.6587500000005,12.6375,0.3304063967519832
S002,Kolkata,2025,21,2025-21,110244.75,25331.32,19614.539999999997,10,32,11024.475,12.506,0.2297734812768862
S002,Kolkata,2025,22,2025-22,103260.34999999999,55175.67,14277.400000000001,11,32,9387.304545454544,19.074545454545454,0.5343354927617425
S002,Kolkata,2025,23,2025-23,58971.83,20626.969999999998,8895.44,9,21,6552.425555555556,16.04888888888889,0.34977666455322814
S002,Kolkata,2025,24,2025-24,42650.48,14779.17,11492.07,6,16,7108.413333333334,17.101666666666667,0.34651825723883994
S002,Kolkata,2025,25,2025-25,58728.55,13620.36,10358.63,9,25,6525.394444444445,18.10888888888889,0.23192059058158254
S002,Kolkata,2025,26,2025-26,42780.48,4734.77,7801.76,9,23,4753.386666666667,11.128888888888888,0.11067594379492704
S002,Kolkata,2025,27,2025-27,41781.63,20396.37,5196.68,7,18,5968.8042857142855,18.029999999999998,0.488165971504702
S002,Kolkata,2025,28,2025-28,56596.44,7090.1900000000005,9552.6,8,22,7074.555,9.620000000000001,0.12527625412481774
S002,Kolkata,2025,29,2025-29,60017.56,16521.93,10029.26,10,18,6001.755999999999,15.093,0.2752849332761945
S002,Kolkata,2025,30,2025-30,66277.45,49734.56999999999,14787.71,7,20,9468.207142857142,12.014285714285716,0.7503995702912528
S002,Kolkata,2025,31,2025-31,88059.93,37174.81,20774.18,13,32,6773.840769230768,12.25076923076923,0.42215352658127253
S002,Kolkata,2025,32,2025-32,87713.28,15503.73,15354.510000000002,11,26,7973.9345454545455,19.686363636363637,0.1767546487829437
S002,Kolkata,2025,33,2025-33,44986.36,12302.41,2956.91,8,19,5623.295,19.32875,0.2734697806179473
S002,Kolkata,2025,34,2025-34,76360.74,18199.39,17278.76,13,32,5873.903076923078,10.825384615384614,0.23833438492083756
S002,Kolkata,2025,35,2025-35,78108.66,63610.92999999999,15999.900000000001,10,27,7810.866,13.922999999999998,0.814390235346503
S002,Kolkata,2025,36,2025-36,108356.5,49379.75000000001,12958.75,16,33,6772.28125,15.59125,0.4557156238896606
S002,Kolkata,2025,37,2025-37,91992.41,7364.34,17364.39,9,26,10221.378888888888,9.658888888888889,0.08005377834975733
S002,Kolkata,2025,38,2025-38,42546.93,21293.19,7409.38,8,17,5318.36625,14.87875,0.5004636057172632
S002,Kolkata,2025,39,2025-39,28582.23,3881.31,2716.58,5,11,5716.446,21.637999999999998,0.13579451288440406
S002,Kolkata,2025,40,2025-40,99947.62,29771.88,14177.63,14,36,7139.115714285714,17.14357142857143,0.29787482683429584
S002,Kolkata,2025,41,2025-41,77729.67,37714.71,18175.72,10,26,7772.967,15.151,0.4852035265298309
S002,Kolkata,2025,42,2025-42,68798.44,5830.4400000000005,14124.960000000001,10,22,6879.844,12.489,0.08474668902376276
S002,Kolkata,2025,43,2025-43,53026.490000000005,20870.09,9489.849999999999,7,18,7575.2128571428575,15.33,0.3935785679949776
S002,Kolkata,2025,44,2025-44,29066.33,4208.49,6575.59,6,14,4844.388333333333,11.676666666666668,0.1447891770306055
S002,Kolkata,2025,45,2025-45,27977.28,12506.11,2488.55,7,13,3996.7542857142857,13.90857142857143,0.4470095019959053
S002,Kolkata,2025,46,2025-46,21220.32,0.0,4210.86,2,6,10610.16,14.49,0.0
S003,Pune,2023,46,2023-46,75165.86,1684.8899999999999,14115.43,9,23,8351.762222222222,18.865555555555556,0.022415628584572835
S003,Pune,2023,47,2023-47,51012.76,7993.5,7456.62,8,22,6376.595,17.57625,0.156696089370581
S003,Pune,2023,48,2023-48,140861.78,17152.35,30852.75,11,40,12805.616363636364,17.563636363636363,0.1217672387783258
S003,Pune,2023,49,2023-49,54637.96,2765.57,4607.24,10,22,5463.796,17.841,0.05061627483895812
S003,Pune,2023,50,2023-50,94646.28,23613.52,16528.4,14,35,6760.448571428571,17.711428571428574,0.24949232024755755
S003,Pune,2023,51,2023-51,123934.03,25274.06,19176.37,16,45,7745.876875,17.29875,0.20393155939494587
S003,Pune,2023,52,2023-52,57928.61,25321.28,13357.75,9,20,6436.512222222223,12.335555555555556,0.43711181745945565
S003,Pune,2024,1,2024-01,73771.39,19462.36,14643.71,13,25,5674.722307692307,13.403076923076924,0.26381989006849405
S003,Pune,2024,2,2024-02,24396.14,4309.54,2113.44,5,15,4879.228,19.494,0.17664843700683797
S003,Pune,2024,3,2024-03,48710.2,10355.66,5177.87,6,17,8118.366666666666,19.895,0.21259736153824046
S003,Pune,2024,4,2024-04,54735.6,21743.94,8132.28,8,20,6841.95,14.466249999999999,0.39725407230394844
S003,Pune,2024,5,2024-05,42221.229999999996,0.0,5004.589999999999,6,14,7036.871666666666,11.626666666666667,0.0
S003,Pune,2024,6,2024-06,42697.9,25578.27,7687.29,7,19,6099.7,15.89,0.5990521782101695
S003,Pune,2024,7,2024-07,80147.70999999999,36110.24,13813.119999999999,11,29,7286.155454545454,11.213636363636363,0.45054612290232626
